#Transcript position	Transcript coverage profile
0.0	0.039313314908537254
1.0	0.07671960948119678
2.0	0.08424339906616686
3.0	0.07485451551386091
4.0	0.03980688734366589
5.0	0.04295543589417848
6.0	0.03947838443381686
7.0	0.032109537912517555
8.0	0.03291350333595949
9.0	0.03291350333595949
10.0	0.012374350576010842
11.0	0.006437768240343348
12.0	0.01217585077146954
13.0	0.028073577720015633
14.0	0.02671966741663241
15.0	0.023077096130779896
16.0	0.05429544275729676
17.0	0.06461830357394946
18.0	0.016771068236866284
19.0	0.017013167013167012
20.0	0.013825363825363824
21.0	0.02465119223756715
22.0	0.025944534826986578
23.0	0.04816511275440749
24.0	0.04646925124964507
25.0	0.06359691441482462
26.0	0.07114173941388875
27.0	0.0782017292526464
28.0	0.07680049722340768
29.0	0.058490411152600626
30.0	0.05013260692148784
31.0	0.05244579886031856
32.0	0.06193739834816537
33.0	0.06977741994154459
34.0	0.08476277012266203
35.0	0.08100857532321015
36.0	0.0879506815516467
37.0	0.0879506815516467
38.0	0.08281722803643647
39.0	0.1336278335563118
40.0	0.12590678097876723
41.0	0.10965336007289778
42.0	0.12179451224168664
43.0	0.11553417496683202
44.0	0.11185237053406363
45.0	0.14018505536821058
46.0	0.14564996759217214
47.0	0.15066540411518184
48.0	0.15310201626546852
49.0	0.14768526546331
50.0	0.174766812386414
51.0	0.1890105480706106
52.0	0.1825631425274423
53.0	0.1809231534624776
54.0	0.18069702817876535
55.0	0.17858598184382218
56.0	0.14930617504291513
57.0	0.14958404852733648
58.0	0.16795651829803254
59.0	0.1909331023611604
60.0	0.17400655892739525
61.0	0.15616177814705615
62.0	0.16616628023799582
63.0	0.1992673716259274
64.0	0.20299772608318242
65.0	0.2341135145378591
66.0	0.2617027616357109
67.0	0.2661639618270343
68.0	0.2696092341396987
69.0	0.27738007440421686
70.0	0.2908708125142594
71.0	0.2888321195861252
72.0	0.24727830887468594
73.0	0.24488711113197098
74.0	0.24127385323590733
75.0	0.28346198572809544
76.0	0.2977253246557704
77.0	0.3073981756319245
78.0	0.3282267849724939
79.0	0.36887564678730717
80.0	0.36211179494426243
81.0	0.33969418645359484
82.0	0.40695038742241885
83.0	0.48498059727613574
84.0	0.5245102253390155
85.0	0.5012358076315981
86.0	0.47731586467817705
87.0	0.5174676178456631
88.0	0.5488062782988323
89.0	0.49801123055799595
90.0	0.49686018285846173
91.0	0.50528387493194
92.0	0.47740834713483155
93.0	0.36062345714823657
94.0	0.34530341838595124
95.0	0.315200608031626
96.0	0.24634100541670492
97.0	0.1538992371271291
98.0	0.07062624323333422
99.0	0.016079274773563607
